"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator Data by Lower Layer Super Output Areas - Households With No Central Heating"
""

Filters:
Indicator: Population living in households with no central heating (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Rhondda Cynon Taf 031E ","W01001225 ",0.3180661578,0,0,0.3036437247,0.6644518272,0,0,0,0,0,0,0,0,0.8,0,0,1.6666666667,0,0,1.2820512821,0,3.4482758621,0
"Rhondda Cynon Taf 031F ","W01001226 ",0.8144269924,0.2564102564,0.2202643172,1.0280373832,0.7722007722,0,0.9708737864,0,0,6.25,1.2195121951,0.6622516556,0,0,2.0618556701,0.9523809524,0,0,1.2820512821,0,0,0,2.7027027027
"Rhondda Cynon Taf 015A ","W01001180 ",1.2987012987,0,0,1.2486992716,4.0462427746,0,0,0,0,0,0.7633587786,1.1904761905,0,0,3.1578947368,1.0638297872,2.6666666667,4.347826087,5.2631578947,6.5217391304,3.125,0,0
"Rhondda Cynon Taf 015B ","W01001181 ",0.4297994269,0.8333333333,0.6493506494,0.3128258603,0.5076142132,0,3.1746031746,0,0,0,1.3698630137,1.5873015873,0,0,0,0,1.0204081633,0,1.5151515152,0,0,0,0
"Rhondda Cynon Taf 015C ","W01001282 ",0.85,0,0,0.8110300081,1.9230769231,0,0,0,0,0,0.7462686567,0,0,0.6622516556,1.8867924528,0.7462686567,1.8181818182,1.9607843137,2.5641025641,0,0,5.1282051282,4.1666666667
"Rhondda Cynon Taf 015D ","W01001283 ",0.5988023952,0,0,0.5263157895,1.4084507042,0,0,0,0,0,1.2195121951,1.2345679012,0,0,1.0869565217,0.8771929825,0.9803921569,0,0,2.5974025974,3.6363636364,0,0
"Rhondda Cynon Taf 015E ","W01001284 ",0.2583979328,0.3787878788,0.3058103976,0.2525252525,0,0,0,0.8771929825,0,0,0,0,0,0.8928571429,0,1.3888888889,0,0,0,0,0,0,0
"Rhondda Cynon Taf 019A ","W01001164 ",1.031592521,0,0,1.1044176707,2.2522522523,0,0,0,0,0,0,1.6806722689,0,0,1.9607843137,0,3.8961038961,4.3010752688,3.8961038961,2.5641025641,0,2.7777777778,0
"Rhondda Cynon Taf 019B ","W01001165 ",1.1503067485,1.581027668,1.3114754098,0.9216589862,1.6393442623,0,2.6315789474,2,0,0,0,0,0,3.4482758621,0.9174311927,1.1363636364,0,2.5,4.2253521127,0,0,0,0
"Rhondda Cynon Taf 019C ","W01001256 ",1.8471872376,1.7021276596,1.5037593985,1.568627451,3.1413612565,2.0408163265,0,2.7027027027,0,0,1.0752688172,1.3888888889,3.488372093,1.1627906977,0,1.2048192771,4.0540540541,2.2727272727,4.1666666667,2.0833333333,0,7.1428571429,3.0303030303
"Rhondda Cynon Taf 019D ","W01001257 ",0.8163265306,0,0,0.6337135615,2.0325203252,0,0,0,0,0,0,1.6666666667,0,1.0101010101,0,0,2.3529411765,0.9345794393,4.4117647059,1.5625,2,0,0
"Rhondda Cynon Taf 019E ","W01001258 ",0.8695652174,0,0,0.2509410289,3.5019455253,0,0,0,0,0,0,0,0,0,0,0,2.5974025974,0,5,0,3.3333333333,4.7619047619,4.8780487805
"Rhondda Cynon Taf 021A ","W01001182 ",1.3586956522,0.6230529595,0.5154639175,0.9384775808,4.6875,0.8196721311,0.9803921569,0,0,0,0.7936507937,2.7027027027,0,0.8474576271,0.8771929825,2.6315789474,0,1.4285714286,4.6153846154,0,3.5714285714,12,11.764705882
"Rhondda Cynon Taf 021B ","W01001183 ",1.8811881188,0,0.5882352941,1.788170564,4.3165467626,0,0,0,3.84615384615385,0.5376344086,0,2.9702970297,0,5,1.7543859649,0,6.0606060606,6.4516129032,2.9411764706,10.344827586,4.1666666667,4.1666666667,0
"Rhondda Cynon Taf 021C ","W01001227 ",0.3005259204,1.2605042017,1.0600706714,0.1160092807,0,4.2253521127,0,0,0,0,1.3698630137,0,0,0,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 021D ","W01001228 ",1.3431833445,0.9345794393,1.0869565217,1.4115092291,1.4124293785,0,1.5625,1.1111111111,1.61290322580645,2.4096385542,1.4285714286,1.2987012987,2.1052631579,1.8181818182,2.0202020202,2.0408163265,0,0,0.8547008547,1.1363636364,1.5384615385,2.0833333333,2.7777777778
"Rhondda Cynon Taf 021E ","W01001234 ",1.7857142857,1.2875536481,1.4598540146,1.6161616162,3.0042918455,0,0,3.3707865169,2.4390243902439,0,0,2.1739130435,2.5316455696,2.9411764706,1.5267175573,2.5641025641,2.7777777778,0,1.5625,1.6666666667,5.6603773585,2.7777777778,5
"Rhondda Cynon Taf 021F ","W01001235 ",1.4603174603,0.6369426752,0.5249343832,1.0309278351,3.7800687285,0.9090909091,1.1235955056,0,0,0,1.7391304348,1.6393442623,0.9259259259,1.8867924528,0,1.1764705882,0,2.5974025974,1.0416666667,3.5087719298,3.5087719298,2.1276595745,14.705882353
"Rhondda Cynon Taf 021G ","W01001236 ",1.0575016523,0,0.2906976744,1.2127894157,1.6556291391,0,0,0,2.5,4.5871559633,0,0,1.0101010101,0.826446281,2.1276595745,0,1.3333333333,0,1.5625,1.3157894737,3.0769230769,0,2.2727272727
"Rhondda Cynon Taf 022A ","W01001185 ",0.5538461538,0,0,0.7640878701,0.3424657534,0,0,0,0,0,1.8691588785,0.78125,0,0,0,2.6548672566,0.9803921569,0.9433962264,0,0,0,0,2.5
"Rhondda Cynon Taf 022B ","W01001237 ",0.9543285617,0.3436426117,0.5813953488,0.553709856,2.9304029304,0,0,0.7692307692,1.88679245283019,0,0,0,0,0,2.7027027027,0,1.1904761905,0.9433962264,0,3.0769230769,1.8867924528,10.526315789,2.7777777778
"Rhondda Cynon Taf 022C ","W01001238 ",0.9563658099,1.3392857143,1.1235955056,0.9633911368,0,0.8333333333,2.0979020979,1.0810810811,0,0.5847953216,1.8867924528,1.7094017094,0,0.8695652174,1.0101010101,1.3157894737,2.8985507246,0,0,0,0,0,0
"Rhondda Cynon Taf 022D ","W01001262 ",1.3274336283,0,0,0.9532888465,6.4516129032,0,0,0,0,0.7874015748,0,0,0,0,4.9180327869,1.4492753623,3.7037037037,1.8518518519,2.8571428571,7.6923076923,3.7037037037,9.0909090909,14.285714286
"Rhondda Cynon Taf 022E ","W01001263 ",0.6428988895,0,0,0.2816901408,4.5454545455,0,0,0,0,0,0.4672897196,0,0,0,0,1.6129032258,5,0,8.8235294118,2.6315789474,5.2631578947,4.5454545455,0
"Rhondda Cynon Taf 022F ","W01001264 ",2.0086083214,0,5.0955414013,2.243313201,1.5625,0,0,0,16,1.7741935484,0,0,0,0,5.9701492537,0,4.1666666667,2.1739130435,0,0,3.7037037037,6.25,0
"Rhondda Cynon Taf 025A ","W01001162 ",0.6402793946,1.329787234,1.1682242991,0.4725897921,0.3521126761,2.2900763359,1.5625,0,0,1.4492753623,0,0.826446281,0.9259259259,0,0,0,0.9900990099,0,0,0,1.9230769231,0,0
"Rhondda Cynon Taf 025B ","W01001244 ",0.146627566,0,0,0,0.4716981132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3898305085,0
"Rhondda Cynon Taf 025C ","W01001245 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 025D ","W01001246 ",0.9413468501,0.5025125628,0.406504065,1.2771392082,0.5012531328,0,1.5625,0,0,0,2.7027027027,1.6393442623,0,1.2345679012,5.6338028169,0,0,1.5384615385,1.6,0,0,0,0
"Rhondda Cynon Taf 026A ","W01001184 ",1.0869565217,1.3422818792,1.1049723757,0.7395234182,1.9184652278,1.3888888889,1.2195121951,1.3888888889,0,0,0,3.0927835052,0,0.6172839506,2.2900763359,0.6896551724,0,0.5988023952,0.9433962264,1.9047619048,2.1052631579,3.1746031746,2.0833333333
"Rhondda Cynon Taf 026B ","W01001239 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 026C ","W01001240 ",0.7498660953,0,0,0.8390541571,1.1194029851,0,0,0,0,1.4388489209,0.7936507937,0,0.7299270073,0,2.2471910112,1.3698630137,0,0.6944444444,0,1.6393442623,1.7543859649,0,2.7027027027
"Rhondda Cynon Taf 026D ","W01001241 ",1.1580775912,0.6472491909,0.7874015748,1.048951049,2.1897810219,0,0,1.8348623853,1.38888888888889,2.5423728814,0,0,0,0.7246376812,1.9230769231,2.9411764706,2.0202020202,0,2.4390243902,1.2658227848,0,2.7777777778,6.4516129032
"Rhondda Cynon Taf 027B ","W01001196 ",0.1283697047,0,0,0.1828153565,0,0,0,0,0,0,0,0,0.8849557522,0.7751937984,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 027C ","W01001197 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 027D ","W01001198 ",0.7712082262,0.6944444444,0.8823529412,0.8379888268,0.5154639175,2.1978021978,0,0,1.92307692307692,3.125,0,1.8691588785,0,0,0,0,1.6260162602,0.7874015748,0,0,2.380952381,0,0
"Rhondda Cynon Taf 027E ","W01001199 ",0.2923976608,0,0,0.3574620197,0.4016064257,0,0,0,0,0,0,0,0.7692307692,0,0.9345794393,0,0,1.6806722689,0.9708737864,0,0,0,0
"Rhondda Cynon Taf 027F ","W01001915 ",0.2290950745,0.2049180328,0.1773049645,0.0875656743,1.724137931,0,0.5952380952,0,0,0,0,0,0,0.518134715,0,0,0,0,0,0,0,8,0
"Rhondda Cynon Taf 027G ","W01001916 ",0.3278688525,0.2415458937,0.2150537634,0.3827751196,0,0,0.7246376812,0,0,0,0,0.7462686567,0.6097560976,0,0.8333333333,1.1764705882,0,0,0,0,0,0,0
"Rhondda Cynon Taf 028A ","W01001157 ",1.1544011544,0.8298755187,0.6944444444,0.8316008316,3.2786885246,0,3.0303030303,0,0,0,0,0,0,1.1627906977,0,1.9801980198,2.752293578,1.7857142857,3.3333333333,1.724137931,4.7619047619,6.6666666667,0
"Rhondda Cynon Taf 028B ","W01001158 ",0.5524861878,0,0,0.6030150754,0.9900990099,0,0,0,0,0.9090909091,0,1.1363636364,0,0,0,0.9900990099,2.0202020202,1.0101010101,1.3698630137,2.1276595745,0,0,0
"Rhondda Cynon Taf 028C ","W01001159 ",0.5473025801,0,0,0.6444683136,1.3698630137,0,0,0,0,0,1.1494252874,0,0,0,0,0.8849557522,1.724137931,5.0847457627,4.7619047619,0,0,0,0
"Rhondda Cynon Taf 028D ","W01001277 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhondda Cynon Taf 028E ","W01001278 ",0.4332755633,0,0,0.5813953488,0.5847953216,0,0,0,0,0,1.2820512821,0,0,1.1627906977,1.25,1.5873015873,0,0,0,0,0,2.7027027027,0
"Rhondda Cynon Taf 028F ","W01001279 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merthyr Tydfil 004A ","W01001292 ",1.0404624277,1.0610079576,0.8988764045,1.0535557507,0.9345794393,0.7518796992,0.9259259259,1.4705882353,0,0,1.6393442623,0,0,0.8333333333,1.7094017094,1.6949152542,1.8348623853,3.0927835052,0,0,0,0,7.1428571429
"Merthyr Tydfil 004B ","W01001293 ",0.1818181818,0,0,0,0.8797653959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333,0,0,0
"Merthyr Tydfil 004C ","W01001307 ",2.0027624309,0.956937799,1.568627451,2.0430107527,2.5889967638,0,0,2.380952381,4.34782608695652,2.8301886792,4.1237113402,1.2820512821,0,0,4.0404040404,1.9417475728,2.7027027027,0,2.8985507246,2.3529411765,0,6.1224489796,2.1276595745
"Merthyr Tydfil 004D ","W01001315 ",2.45215311,1.6260162602,1.2944983819,2.26039783,3.75,3.1578947368,0,1.1235955056,0,2.9197080292,4.7244094488,1.0989010989,0,3.007518797,0.8,0,5,3.6697247706,2.3255813953,0,4.4776119403,4.2553191489,10.416666667
"Merthyr Tydfil 005A ","W01001314 ",0.3671408903,0,0,0.2196193265,1.4124293785,0,0,0,0,0,0,0,0,0.625,0,0,0.8196721311,0.6289308176,0.826446281,1.1627906977,2.8985507246,2.5,0
"Merthyr Tydfil 005B ","W01001316 ",0.5266853933,0,0,0.411946447,1.9498607242,0,0,0,0,0,0.4405286344,0,0,0,1.2145748988,1.0869565217,0,1.4084507042,0.8196721311,1.1627906977,2.2727272727,4.8780487805,4.5454545455
"Merthyr Tydfil 005C ","W01001317 ",1.1882426517,0,0.9493670886,1.4807502468,1.1730205279,0,0,0,4.22535211267606,0.8130081301,0,0,0,0.7462686567,4.0322580645,1.8518518519,0,2.4193548387,0.8130081301,2.1978021978,0,2.8571428571,0
"Merthyr Tydfil 005D ","W01001318 ",1.199200533,0.8196721311,1.0169491525,1.1351909185,1.7361111111,2.2988505747,0,0,1.96078431372549,0,0.9900990099,1.4705882353,3.0927835052,0.8849557522,0.8620689655,1.6949152542,1.1764705882,0,2.5316455696,2.8571428571,1.4705882353,0,0
"Merthyr Tydfil 006A ","W01001289 ",1.2931034483,0.4566210046,0.3787878788,1.1917659805,2.4,1.4492753623,0,0,0,0,2.2727272727,0,1.3513513514,0,0,1.8518518519,5.0632911392,1.6949152542,4.4943820225,1.7543859649,0,0,3.8461538462
"Merthyr Tydfil 006B ","W01001302 ",0.5338078292,0,0,0.5376344086,1.1904761905,0,0,0,0,1.0204081633,0,0,0,0,0,0,0,4,1.8867924528,1.8518518519,0,0,0
"Merthyr Tydfil 006C ","W01001303 ",0.7512520868,0,0,0.8827238335,1.3422818792,0,0,0,0,0,2.0202020202,0,0,0,0,0,3.3707865169,4,0,2.7777777778,0,4.5454545455,0
"Merthyr Tydfil 006D ","W01001304 ",0.8626410086,0,0,0.618556701,2.5925925926,0,0,0,0,0,0,1.5873015873,0,0,1.4492753623,0,2.1978021978,0.9174311927,2.8571428571,5.8823529412,0,2.5,0
"Merthyr Tydfil 006E ","W01001312 ",0.4204625088,0,0.3115264798,0.464037123,0.6430868167,0,0,0,1.49253731343284,0,0,0,1.25,1.2658227848,0,0,0,0.9708737864,0,1.2048192771,0,2.0833333333,0
"Merthyr Tydfil 006F ","W01001313 ",1.1605415861,0,0.3048780488,1.1583011583,2.4096385542,0,0,0,1.61290322580645,0,1.652892562,0,2.1739130435,0,3.5714285714,1.6949152542,1.0416666667,0,0,0,4.0816326531,0,12.903225806
"Merthyr Tydfil 007A ","W01001290 ",0.5869797225,0.2873563218,0.2331002331,0.4811547715,1.4336917563,0.9345794393,0,0,0,0,0.8064516129,0,0,0,0,0.7692307692,2.1897810219,0.7633587786,1.0204081633,1.4705882353,0,3.3333333333,3.3333333333
"Merthyr Tydfil 007B ","W01001319 ",0.1217285453,0,0,0.1776198934,0,0,0,0,0,0,0,0,0,0,0,0.7092198582,0,0.826446281,0,0,0,0,0
"Merthyr Tydfil 007C ","W01001320 ",0.1953125,0,0,0.09765625,0.8849557522,0,0,0,0,0,0,0,0,0,0.8474576271,0,0,0,0,0,0,5.8823529412,0
"Merthyr Tydfil 007D ","W01001321 ",0.5754475703,0.8902077151,0.7299270073,0.5096839959,0.406504065,0.9009009009,2.0833333333,0,0,0,1.7699115044,1.652892562,0,0,0,0,0,1.1363636364,1.1627906977,0,0,0,0
"Merthyr Tydfil 007E ","W01001322 ",0.3821656051,0.7042253521,0.6006006006,0.1901140684,0.8547008547,1.7857142857,0,0,0,0.7692307692,0,0,0,0.9615384615,0,0,0,0,0,1.6129032258,0,3.8461538462,0
"Merthyr Tydfil 002A ","W01001295 ",0.8894536213,0.9677419355,0.7915567282,0.4048582996,2.5362318841,0.9259259259,1.2987012987,0.8,0,0.7352941176,0,0,0,1.0309278351,2.0618556701,0,0,0,1.0752688172,1.724137931,0,3.0303030303,10
"Merthyr Tydfil 002B ","W01001296 ",0.8944543828,0,0,0.9490940466,1.6129032258,0,0,0,0,0,1.0101010101,0,0,0.6711409396,1.4184397163,1.6260162602,0.9009009009,2.8169014085,1.1363636364,0,7.3170731707,0,0
"Merthyr Tydfil 002C ","W01001297 ",0.5296610169,0.2732240437,0.2309468822,0.4643962848,1.3043478261,0.7518796992,0,0,0,0.5882352941,0.6535947712,0.6849315068,0,0,1.2195121951,0,0,1.1764705882,0,0,0,5.8823529412,6.6666666667
"Merthyr Tydfil 002D ","W01001298 ",0.8508224617,0,0.2583979328,0.6044905009,2.787456446,0,0,0,1.44927536231884,0.5813953488,0,0,1.0638297872,0,0,0,2.1276595745,1.9047619048,0,0,2.0833333333,10.869565217,4.8780487805
"Merthyr Tydfil 002E ","W01001310 ",0.6748466258,0,0,0.3798670465,2.4911032028,0,0,0,0,0,0.7751937984,1.25,1.8018018018,0,0,0,0,0,0,1.1764705882,0,0,16.666666667
"Merthyr Tydfil 002F ","W01001311 ",0.1677852349,0,0,0.1305483029,0.5524861878,0,0,0,0,0,0,0,0,1.1627906977,0,0,0,0,0,0,2.5641025641,0,0
"Merthyr Tydfil 003A ","W01001291 ",0.2782415136,0.2457002457,0.206185567,0.3212851406,0,0,0.8130081301,0,0,0,0,0,0,1.5037593985,0,0,0.7246376812,0.9523809524,0,0,0,0,0
"Merthyr Tydfil 003B ","W01001294 ",0.8547008547,1.1583011583,1.2578616352,0.8364312268,0.6600660066,3.2608695652,0,0,1.69491525423729,0,0.9174311927,1.1363636364,1.0101010101,0.9009009009,1.5267175573,0.8403361345,0,0.6535947712,0.826446281,0,0,0,6.25
"Merthyr Tydfil 003C ","W01001305 ",1.7432646593,0,0,1.5795868773,3.5714285714,0,0,0,0,0.8928571429,2.8169014085,0,0,3.0612244898,2.0833333333,0.8620689655,4.1666666667,1.4285714286,1.8518518519,6.9444444444,1.5625,2.6315789474,4.1666666667
"Merthyr Tydfil 003D ","W01001306 ",0.7101355713,0,0,0.5736137667,2.0080321285,0,0,0,0,0,0.9345794393,0,0,0,0,3.007518797,0,1.0869565217,0,2.9411764706,4.1666666667,2.5,0
"Merthyr Tydfil 003E ","W01001324 ",1.2084592145,0,0,1.3709677419,1.6129032258,0,0,0,0,0,5.9405940594,0,0.9009009009,2.0547945205,0.5813953488,0.8064516129,0,3.0674846626,0,0,2.5641025641,4.4117647059,4.5454545455
"Merthyr Tydfil 008A ","W01001299 ",0.6188118812,0,0,0.6903353057,1.3333333333,0,0,0,0,0,0,0,0,0,0.8547008547,1.0309278351,2.7397260274,4.2253521127,0,1.5625,2.2727272727,0,9.0909090909
"Merthyr Tydfil 008B ","W01001300 ",0.406268137,0.495049505,0.4210526316,0.4608294931,0,0,0,1.4492753623,0,0.625,0,0,0,0.8547008547,1.8867924528,0,1.2658227848,0,0,0,0,0,0
"Merthyr Tydfil 008C ","W01001301 ",1.3605442177,0.4444444444,0.3752345216,1.2998266898,2.9315960912,0,1.3698630137,0,0,1.3245033113,1.3071895425,0.8130081301,1.0869565217,1.5384615385,1.6260162602,1.6393442623,2.7027027027,0,0,3.2967032967,4.5454545455,3.8461538462,4.347826087
"Merthyr Tydfil 008D ","W01001308 ",0.2272727273,0,0,0.3610108303,0,0,0,0,0,0.8130081301,0,0,1.2820512821,0,0,0,1.7543859649,0,0,0,0,0,0
"Merthyr Tydfil 008E ","W01001309 ",0.3132341425,0,0,0,1.9417475728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7735849057,0,3.4482758621,4
"Merthyr Tydfil 008F ","W01001898 ",0.5928853755,0.3787878788,0.3134796238,0.3128258603,1.6949152542,0,0,0.9523809524,0,0.9523809524,0,0,1.1494252874,0,0.9174311927,0,0,0,3.738317757,0,1.6949152542,0,0
"Caerphilly 001A ","W01001374 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caerphilly 001B ","W01001375 ",0.3431708991,0,0,0.202020202,1.2658227848,0,0,0,0,0,0,0,0,0,0.7407407407,0,0,0.9259259259,1.4492753623,1.8518518519,1.8181818182,0,0
"Caerphilly 001C ","W01001376 ",0.0660938533,0,0,0,0.3891050584,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2048192771,0,0,0,0
"Caerphilly 001D ","W01001406 ",0.4754358162,0,0,0.4713275727,0.9316770186,0,0,0,0,0,0,1.0526315789,0,0,0.5952380952,0,0.9174311927,2.1428571429,1.8867924528,0,0,0,4.1666666667
"Caerphilly 001E ","W01001428 ",0.1542020046,0,0,0,1.1560693642,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516,0,0,0,0
"Caerphilly 001F ","W01001429 ",0.2592912705,0,0,0.2673796791,0.4672897196,0,0,0,0,0,1.5873015873,0,1.3698630137,0,0,0,0,0,0,1.8518518519,0,0,0
"Caerphilly 002A ","W01001360 ",0.5895357406,0,0,0.5861664713,1.3215859031,0,0,0,0,0.9708737864,0,1.2987012987,0,0.9523809524,0,0,0,2.0408163265,2.3255813953,0,2.5641025641,0,0
"Caerphilly 002B ","W01001361 ",0.4,0,0,0.3740648379,1.0256410256,0,0,0,0,0,0,1.5625,1.5625,0,0,0,1.724137931,0,0,1.5151515152,2.8571428571,0,0
"Caerphilly 002C ","W01001384 ",0.4250151791,0,0,0.469924812,0.7575757576,0,0,0,0,0,0,0,0,0,0,0.8196721311,2.2471910112,2.5,1.2345679012,0,1.9230769231,0,0
"Caerphilly 002D ","W01001385 ",0.7260726073,0.3623188406,0.296735905,0.8281573499,0.7326007326,0,0,0.9433962264,0,0,0,0,1.0989010989,1.8018018018,0,0,0,4.8076923077,1.2820512821,0,1.6393442623,0,0
"Caerphilly 002E ","W01001386 ",0.2294893861,0,0,0.2865329513,0.350877193,0,0,0,0,0,0,0.8849557522,0,0.8403361345,0,0,0,0.9345794393,0.9803921569,0,0,0,0
"Caerphilly 003A ","W01001325 ",0.1948051948,0,0,0.3064351379,0,0,0,0,0,0.8547008547,0,0,0,0.78125,0.8333333333,0,0,0,0,0,0,0,0
"Caerphilly 003B ","W01001326 ",0.3370245546,0,0,0.3604902668,0.7692307692,0,0,0,0,0,0,0,0,0.78125,0.7633587786,0,0.7092198582,1.4388489209,2.380952381,0,0,0,0
"Caerphilly 003C ","W01001362 ",0.9268292683,0.5988023952,0.4854368932,0.7053291536,1.8181818182,0.8474576271,0.9523809524,0,0,0.6896551724,0.8,1.9607843137,1.0869565217,0,0,0,0,2.4096385542,3.5714285714,1.6949152542,1.2048192771,1.4492753623,0
"Caerphilly 004A ","W01001336 ",0.1391788448,0,0,0.1074113856,0.3558718861,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909091,0,1.4925373134,0,0,0
"Caerphilly 004B ","W01001337 ",0.2567394095,0,0,0.1941747573,0.8230452675,0,0,0,0,0,0,0,0,0,0,0,0,1.9047619048,0,0,1.8867924528,0,3.7037037037
"Caerphilly 004C ","W01001338 ",0.8600917431,0.8955223881,0.7371007371,0.7874015748,1.1278195489,1.6260162602,1.1627906977,0,0,2.6490066225,0,0.9009009009,0.9174311927,0,0,0.9174311927,1.7543859649,0,0,2.8571428571,0,0,4
"Caerphilly 004D ","W01001339 ",0.2127659574,0.6024096386,0.5208333333,0.1123595506,0,1.6666666667,0,0,0,0,0.9708737864,0,0,0,0,0,0,0,0,0,0,0,0
"Caerphilly 005A ","W01001334 ",0.1340482574,0,0,0.1060445387,0.5050505051,0,0,0,0,0,0,0,0,0,0,0,0,1.0526315789,1.3888888889,0,0,0,0
"Caerphilly 005B ","W01001335 ",0.9486166008,0.4385964912,1.0416666667,1.1750881316,0.5376344086,1.2195121951,0,0,3.33333333333333,1.0204081633,1.3157894737,0,0,0,3.5714285714,2.7272727273,0,0,1.3888888889,0,0,0,0
"Caerphilly 005C ","W01001347 ",0.2799160252,0,0,0.1149425287,0.9584664537,0,0,0,0,0,0,0,0,0,0,0,0,1.0309278351,1.1235955056,0,1.4705882353,0,3.2258064516
"Caerphilly 005D ","W01001351 ",0.2672010688,0,0,0,1.2903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0416666667,2.4096385542,1.7857142857,0,0
"Caerphilly 006A ","W01001356 ",0.6354249404,0.4237288136,0.3378378378,0.5108556833,1.25,0,1.6393442623,0,0,0,0,0,2.7027027027,0.8196721311,0,0,0,1.1904761905,0,0,1.9230769231,4.7619047619,4.1666666667
"Caerphilly 006B ","W01001357 ",0.625,0.7272727273,0.5865102639,0.6535947712,0.3937007874,0,0,1.8518518519,0,1.6666666667,0,0,1.6393442623,1.5625,0,0,0,0.7692307692,0,0,2.0408163265,0,0
"Caerphilly 006C ","W01001358 ",0.1298701299,0,0,0.1078748652,0.3236245955,0,0,0,0,0,0,0,0,0,0.8620689655,0,0,0,1.1235955056,0,0,0,0
"Caerphilly 006D ","W01001359 ",1.1928429423,0,0,1.07421875,3.1390134529,0,0,0,0,0,1.9801980198,0.9803921569,2.9702970297,0,1.724137931,0,0.9615384615,1.7391304348,0,7.5471698113,6.8181818182,0,0
"Caerphilly 006E ","W01001390 ",0.2782415136,0,0,0.4184100418,0,0,0,0,0,0.9708737864,0,0.7092198582,0,0.7142857143,0,0,0.8403361345,0.8333333333,0,0,0,0,0
"Caerphilly 006F ","W01001391 ",0.4270896888,0,0,0.6763285024,0,0,0,0,0,0.8064516129,0.9009009009,1.0869565217,0,0,0,0.8620689655,3.488372093,0,0,0,0,0,0
"Caerphilly 009A ","W01001348 ",0.2207505519,0,0,0.089206066,1.1278195489,0,0,0,0,0,0,0,0,0,0,0,0,0.8695652174,0,1.7543859649,1.7857142857,3.0303030303,0
"Caerphilly 009B ","W01001349 ",0.1035196687,0,0,0,1.2658227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Caerphilly 009C ","W01001350 ",0.5122367672,0,0,0.4432624113,1.2383900929,0,0,0,0,0,0,1.0638297872,0,0,0,0,1.0869565217,2.0408163265,2.8301886792,0,0,1.7857142857,0
"Caerphilly 009D ","W01001392 ",0.1695873375,0,0,0.1771479185,0.2949852507,0,0,0,0,0,0,0,0,0,0.8474576271,0,0,0.6896551724,0,0,0,2.3255813953,0
"Caerphilly 011A ","W01001401 ",0.1560874089,0,0,0.0829187396,0.4866180049,0,0,0,0,0,0,0,0,0,0,0,0,0.6369426752,0,0,0,0,2.5974025974
"Caerphilly 011B ","W01001402 ",0.412007063,0,0,0.4752851711,0.8333333333,0,0,0,0,0,0,0.8,0.9803921569,0.8403361345,0.8771929825,0,1.0989010989,0,0,0,4,0,0
"Caerphilly 011C ","W01001403 ",0.0628535512,0,0,0,0.4608294931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8571428571
"Caerphilly 011D ","W01001404 ",0.3556187767,1.0309278351,0.8510638298,0.2306805075,0.2898550725,0,1.4084507042,1.2987012987,0,0,0,0,1.4705882353,0,0.9523809524,0,0,0,0.7575757576,0,0,0,0
"Caerphilly 011E ","W01001405 ",0.9066666667,0.464037123,0.4032258065,0.8849557522,1.5923566879,0,0.6802721088,0.6711409396,0,0,1.8691588785,1.0526315789,2.8776978417,0.6578947368,0.826446281,0,0,0.9803921569,1.0989010989,2.5974025974,1.6393442623,2.7027027027,0
"Caerphilly 010A ","W01001380 ",0.3313086692,1.1940298507,0.9950248756,0.1733102253,0,0.8474576271,2.5974025974,0.7142857143,0,0,0,1.0204081633,0.8695652174,0,0,0,0,0,0,0,0,0,0
